,Age,Gender,Income Quintile,Race and Ethnicity,Region,Affinity,Familiarity,Previously Purchased,Channel: WXP,Channel: RCQ,Channel: MegaNews,Channel: The Springfield Times,Channel: The Springfield Journal,Channel: The Springfield Post,Channel: The Franklin Burgher,Channel: GolfMAX,Channel: Sloth Magazine,Channel: GlitzNGlam,Channel: Cooking with Kevin,Channel: The Coffee Channel
8839,25-54,Female,5,Hispanic,South,Neutral,Unfamiliar,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
8840,15-24,Female,5,Non-Hispanic White,Northeast,Neutral,Unfamiliar,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No
8841,25-54,Female,5,Non-Hispanic White,Northeast,Dislike,Somewhat familiar,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
8842,15-24,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No
8843,25-54,Female,5,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
8844,55-64,Male,5,Non-Hispanic White,West,Like,Somewhat familiar,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No
8845,55-64,Male,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
8846,15-24,Female,3,Hispanic,South,Neutral,Unfamiliar,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes
8847,65+,Female,4,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
8848,25-54,Male,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
8849,25-54,Male,1,Non-Hispanic White,South,Strongly dislike,Somewhat familiar,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes
8850,15-24,Male,2,Non-Hispanic White,Midwest,Dislike,Very familiar,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes
8851,25-54,Female,3,Asian,Northeast,Strongly dislike,Very familiar,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes
8852,25-54,Female,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No
8853,15-24,Female,1,Hispanic,West,Neutral,Unfamiliar,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes
8854,65+,Male,3,Asian,West,Neutral,Unfamiliar,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No
8855,55-64,Male,3,Non-Hispanic White,Midwest,Strongly like,Very familiar,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes
8856,25-54,Female,4,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
8857,25-54,Male,2,Non-Hispanic White,Midwest,Dislike,Very familiar,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
8858,65+,Male,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No
8859,15-24,Female,5,Black,Northeast,Strongly dislike,Very familiar,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No
8860,25-54,Female,1,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No
8861,25-54,Female,2,Asian,Midwest,Neutral,Unfamiliar,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes
8862,15-24,Female,5,Non-Hispanic White,West,Dislike,Somewhat familiar,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No
8863,25-54,Other,1,Hispanic,South,Neutral,Unfamiliar,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No
8864,25-54,Female,1,Hispanic,West,Strongly dislike,Somewhat familiar,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
8865,55-64,Male,2,Other,Northeast,Strongly dislike,Very familiar,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No
8866,25-54,Male,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No
8867,25-54,Male,1,Non-Hispanic White,Midwest,Dislike,Very familiar,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No
8868,65+,Male,2,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No
8869,65+,Female,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No
8870,25-54,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No
8871,25-54,Female,1,Hispanic,South,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No
8872,55-64,Male,5,Non-Hispanic White,Northeast,Like,Very familiar,No,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,No
8873,25-54,Male,3,Black,Northeast,Neutral,Very familiar,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No
8874,25-54,Male,1,Non-Hispanic White,West,Dislike,Somewhat familiar,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes
8875,65+,Male,5,Black,Northeast,Neutral,Very familiar,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No
8876,65+,Male,5,Hispanic,Northeast,Neutral,Very familiar,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No
8877,25-54,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No
8878,55-64,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No
8879,65+,Male,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No
8880,25-54,Male,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No
8881,55-64,Male,1,Non-Hispanic White,West,Neutral,Somewhat familiar,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No
8882,15-24,Female,2,Non-Hispanic White,Midwest,Strongly dislike,Somewhat familiar,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes
8883,25-54,Female,1,Non-Hispanic White,Midwest,Strongly dislike,Somewhat familiar,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No
8884,55-64,Male,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
8885,25-54,Female,3,Black,South,Neutral,Unfamiliar,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
8886,25-54,Other,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No
8887,65+,Male,5,Black,South,Strongly like,Somewhat familiar,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No
8888,55-64,Male,3,Black,Northeast,Neutral,Very familiar,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No
8889,55-64,Female,3,Other,South,Neutral,Unfamiliar,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No
8890,15-24,Female,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No
8891,65+,Female,2,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes
8892,25-54,Female,5,Asian,West,Neutral,Unfamiliar,No,No,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No
8893,25-54,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No
8894,15-24,Male,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No
8895,55-64,Male,5,Non-Hispanic White,West,Strongly like,Somewhat familiar,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes
8896,15-24,Female,3,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No
8897,25-54,Female,1,Non-Hispanic White,Midwest,Dislike,Somewhat familiar,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No
8898,55-64,Male,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No
8899,25-54,Other,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No
8900,25-54,Female,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
8901,25-54,Female,2,Hispanic,West,Neutral,Unfamiliar,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes
8902,25-54,Female,2,Hispanic,West,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes
8903,25-54,Male,4,Black,West,Dislike,Very familiar,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No
8904,65+,Male,2,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No
8905,65+,Female,1,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No
8906,25-54,Male,3,Non-Hispanic White,West,Neutral,Unfamiliar,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes
8907,25-54,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No
8908,65+,Male,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
8909,15-24,Female,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No
8910,25-54,Male,4,Non-Hispanic White,South,Neutral,Somewhat familiar,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes
8911,65+,Male,3,Non-Hispanic White,West,Like,Very familiar,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No
8912,65+,Female,3,Asian,Midwest,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
8913,65+,Female,4,Asian,Midwest,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
8914,25-54,Other,4,Asian,Midwest,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
8915,15-24,Male,3,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
8916,25-54,Male,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No
8917,15-24,Male,3,Hispanic,South,Neutral,Unfamiliar,No,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes
8918,25-54,Female,5,Non-Hispanic White,Midwest,Dislike,Somewhat familiar,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No
8919,25-54,Male,5,Hispanic,South,Strongly like,Somewhat familiar,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No
8920,25-54,Female,5,Non-Hispanic White,Northeast,Neutral,Very familiar,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No
8921,25-54,Female,5,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No
8922,25-54,Male,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No
8923,25-54,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No
8924,25-54,Male,4,Hispanic,West,Neutral,Very familiar,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No
8925,25-54,Female,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
8926,65+,Female,2,Non-Hispanic White,West,Dislike,Somewhat familiar,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes
8927,25-54,Male,5,Non-Hispanic White,Northeast,Dislike,Very familiar,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes
8928,15-24,Female,3,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No
8929,15-24,Female,1,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes
8930,15-24,Male,3,Asian,Northeast,Strongly dislike,Very familiar,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No
8931,65+,Female,3,Non-Hispanic White,Northeast,Dislike,Somewhat familiar,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
8932,25-54,Female,3,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
8933,25-54,Female,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No
8934,25-54,Male,4,Hispanic,South,Neutral,Unfamiliar,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No
8935,55-64,Female,3,Hispanic,Northeast,Like,Somewhat familiar,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No
8936,15-24,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No
8937,15-24,Male,1,Hispanic,West,Neutral,Somewhat familiar,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No
8938,65+,Female,4,Hispanic,South,Neutral,Unfamiliar,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No
8939,65+,Female,4,Hispanic,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
8940,15-24,Male,4,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes
8941,15-24,Female,3,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No
8942,65+,Female,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No
8943,25-54,Male,5,Non-Hispanic White,Midwest,Dislike,Somewhat familiar,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
8944,65+,Male,4,Non-Hispanic White,South,Strongly like,Somewhat familiar,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No
8945,25-54,Male,1,Non-Hispanic White,Northeast,Dislike,Somewhat familiar,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No
8946,15-24,Female,5,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No
8947,55-64,Male,3,Non-Hispanic White,Northeast,Neutral,Very familiar,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No
8948,65+,Male,5,Non-Hispanic White,Midwest,Strongly like,Somewhat familiar,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No
8949,25-54,Male,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No
8950,65+,Male,5,Non-Hispanic White,Northeast,Strongly like,Very familiar,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes
8951,55-64,Male,2,Hispanic,Northeast,Dislike,Very familiar,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No
8952,55-64,Male,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No
8953,25-54,Male,1,Hispanic,South,Neutral,Unfamiliar,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No
8954,15-24,Male,2,Black,Midwest,Dislike,Somewhat familiar,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,No
8955,65+,Female,3,Black,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No
8956,25-54,Male,3,Non-Hispanic White,Northeast,Dislike,Very familiar,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
8957,15-24,Female,5,Black,Northeast,Like,Very familiar,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No
8958,25-54,Female,5,Non-Hispanic White,West,Neutral,Unfamiliar,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No
8959,15-24,Male,5,Black,South,Neutral,Somewhat familiar,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
8960,25-54,Female,2,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No
8961,25-54,Male,1,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No
8962,25-54,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No
8963,65+,Female,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No
8964,55-64,Male,1,Hispanic,Midwest,Neutral,Somewhat familiar,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No
8965,15-24,Female,4,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes
8966,25-54,Female,4,Non-Hispanic White,Northeast,Neutral,Unfamiliar,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No
8967,25-54,Female,1,Asian,Midwest,Neutral,Unfamiliar,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes
8968,15-24,Female,2,Hispanic,West,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
8969,15-24,Female,5,Hispanic,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No
8970,25-54,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No
8971,25-54,Female,2,Asian,West,Neutral,Unfamiliar,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No
8972,25-54,Female,2,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No
8973,25-54,Female,2,Black,South,Neutral,Unfamiliar,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No
8974,65+,Female,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No
8975,65+,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No
8976,25-54,Female,1,Non-Hispanic White,Northeast,Strongly dislike,Somewhat familiar,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No
8977,65+,Male,5,Non-Hispanic White,Northeast,Neutral,Very familiar,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No
8978,25-54,Male,3,Black,Midwest,Neutral,Very familiar,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes
8979,55-64,Male,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No
8980,55-64,Male,3,Hispanic,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No
8981,65+,Female,5,Non-Hispanic White,Northeast,Strongly like,Very familiar,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No
8982,15-24,Female,5,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No
8983,55-64,Male,2,Non-Hispanic White,Midwest,Like,Somewhat familiar,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
8984,65+,Female,1,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes
8985,25-54,Female,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No
8986,55-64,Male,4,Non-Hispanic White,Midwest,Neutral,Very familiar,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No
8987,25-54,Female,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No
8988,65+,Male,2,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No
8989,25-54,Male,4,Non-Hispanic White,South,Dislike,Somewhat familiar,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes
8990,15-24,Male,2,Hispanic,Midwest,Neutral,Somewhat familiar,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes
8991,65+,Female,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
8992,25-54,Female,1,Asian,South,Neutral,Unfamiliar,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No
8993,65+,Male,2,Black,South,Neutral,Unfamiliar,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No
8994,25-54,Female,1,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No
8995,65+,Female,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,No
8996,15-24,Female,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No
8997,25-54,Male,3,Non-Hispanic White,Midwest,Dislike,Very familiar,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No
8998,65+,Female,2,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No
8999,25-54,Female,1,Asian,Midwest,Strongly dislike,Somewhat familiar,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,No
9000,15-24,Female,5,Black,South,Neutral,Unfamiliar,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No
9001,25-54,Female,3,Asian,West,Neutral,Unfamiliar,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
9002,65+,Male,4,Non-Hispanic White,Midwest,Like,Very familiar,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes
9003,25-54,Male,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No
9004,15-24,Male,2,Non-Hispanic White,Midwest,Neutral,Unfamiliar,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No
9005,15-24,Female,2,Non-Hispanic White,Northeast,Neutral,Somewhat familiar,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No
9006,25-54,Female,3,Non-Hispanic White,West,Neutral,Somewhat familiar,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No
9007,65+,Male,4,Black,South,Strongly like,Somewhat familiar,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No
9008,65+,Male,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No
9009,25-54,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
9010,65+,Female,3,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No
9011,25-54,Female,3,Non-Hispanic White,Northeast,Strongly dislike,Somewhat familiar,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
9012,25-54,Male,2,Non-Hispanic White,South,Like,Somewhat familiar,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes
9013,55-64,Male,3,Non-Hispanic White,West,Neutral,Somewhat familiar,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
9014,15-24,Male,2,Non-Hispanic White,West,Neutral,Unfamiliar,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No
9015,15-24,Female,3,Black,Northeast,Strongly dislike,Very familiar,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No
9016,15-24,Female,4,Non-Hispanic White,West,Strongly dislike,Somewhat familiar,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes
9017,25-54,Female,4,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No
9018,25-54,Female,3,Non-Hispanic White,South,Neutral,Unfamiliar,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No
9019,15-24,Female,5,Hispanic,Northeast,Neutral,Very familiar,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
9020,25-54,Male,1,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No
9021,15-24,Female,4,Black,South,Neutral,Unfamiliar,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No
9022,55-64,Female,3,Asian,South,Neutral,Unfamiliar,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No
9023,65+,Female,2,Black,West,Dislike,Somewhat familiar,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No
9024,65+,Other,5,Non-Hispanic White,Northeast,Neutral,Unfamiliar,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No
9025,25-54,Female,2,Hispanic,South,Neutral,Unfamiliar,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
9026,65+,Male,5,Non-Hispanic White,South,Neutral,Unfamiliar,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No
9027,55-64,Female,1,Non-Hispanic White,Midwest,Neutral,Somewhat familiar,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No
9028,25-54,Male,3,Hispanic,West,Neutral,Very familiar,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No
9029,55-64,Female,2,Non-Hispanic White,Northeast,Strongly dislike,Very familiar,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes
9030,15-24,Female,3,Black,Midwest,Neutral,Unfamiliar,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No
9031,25-54,Female,2,Non-Hispanic White,West,Neutral,Unfamiliar,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,No
9032,25-54,Male,3,Non-Hispanic White,West,Dislike,Somewhat familiar,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
9033,25-54,Male,1,Non-Hispanic White,Midwest,Dislike,Very familiar,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No
9034,25-54,Male,5,Non-Hispanic White,Midwest,Like,Somewhat familiar,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No
9035,15-24,Female,2,Hispanic,South,Neutral,Unfamiliar,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No
9036,65+,Female,5,Black,Midwest,Neutral,Unfamiliar,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No
